Date,Vendor,Brand,Channel,Platform,Spend
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.55
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,5.3
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,4.42
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.04
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,1.03
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.64
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,4.39
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,2.08
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,4.48
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.48
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,2.59
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,1.0
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,22.66
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,9.15
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,8.91
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,83.98
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,167.2
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.81
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,34.08
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,21.99
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,3.61
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,7.4
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,13.19
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.26
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,6.64
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,1.69
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,18.58
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.72
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.78
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,6.29
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,5.01
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.81
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,65.7
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.09
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,8.58
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,1.08
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,13.04
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,156.19
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.12
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.66
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,1.2
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.62
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.52
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,1.15
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,494.53
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,81.47
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.13
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.73
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,2.05
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,2.04
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.15
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,1.24
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,5.88
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,17.87
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.79
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,1.64
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,6.85
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,103.46
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,3.45
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,5.92
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,13.43
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,40.38
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,110.37
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,54.91
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.53
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.77
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,1.84
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,8.19
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,25.98
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,15.32
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,90.65
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,1.35
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,12.72
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.04
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,171.73
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,4.77
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,8.26
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,5.8
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.49
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,72.2
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.13
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.05
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.1
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,1.42
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.42
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,9.27
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,78.44
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.91
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,1.47
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,17.37
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,18.28
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.78
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,2.49
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.72
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,1.63
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,9.78
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,194.85
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,1.76
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,5.77
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.79
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.43
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,6.04
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.29
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,2.72
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.54
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,73.85
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,22.43
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,1.62
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,6.28
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,12.69
2025-01-05,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,106.92
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,95.44
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,12.46
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.46
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,11.29
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,5.2
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,113.98
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,134.91
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,2.74
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,1.03
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.42
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,12.0
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.49
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,22.13
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,12.81
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.46
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,11.25
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.02
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,8.41
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,4.3
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,1.25
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,4.8
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,26.26
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.8
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.58
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.5
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.62
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,9.79
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,13.35
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.04
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,55.0
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.43
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,4.19
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,1.7
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.72
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,12.96
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.0
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,5.22
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.55
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,5.3
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,4.42
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.04
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,1.03
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.64
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,4.39
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,2.08
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,4.48
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.48
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,2.59
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,1.0
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,22.66
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,9.15
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,8.91
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,83.98
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,167.2
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.81
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,34.08
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,21.99
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,3.61
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,7.4
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,13.19
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.26
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,6.64
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,1.69
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,18.58
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.72
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.78
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,6.29
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,5.01
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.81
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,65.7
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.09
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,8.58
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,1.08
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,13.04
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,156.19
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.12
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.66
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,1.2
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.62
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.52
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,1.15
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,494.53
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,81.47
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.13
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.73
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,2.05
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,2.04
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.15
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,1.24
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,5.88
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,17.87
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.79
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,1.64
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,6.85
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,103.46
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,3.45
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,5.92
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,13.43
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,40.38
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,110.37
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,54.91
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.53
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.77
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,1.84
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,8.19
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,25.98
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,15.32
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,90.65
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,1.35
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,12.72
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.04
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,171.73
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,4.77
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,8.26
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,5.8
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.49
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,72.2
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.13
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.05
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.1
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,1.42
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.42
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,9.27
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,78.44
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.91
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,1.47
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,17.37
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,18.28
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.78
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,2.49
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.72
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,1.63
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,9.78
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,194.85
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,1.76
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,5.77
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.79
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.43
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,6.04
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.29
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,2.72
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.54
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,73.85
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,22.43
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,1.62
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,6.28
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,12.69
2025-01-06,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,106.92
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,95.44
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,12.46
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.46
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,11.29
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,5.2
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,113.98
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,134.91
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,2.74
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,1.03
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.42
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,12.0
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.49
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,22.13
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,12.81
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.46
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,11.25
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.02
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,8.41
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,4.3
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,1.25
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,4.8
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,26.26
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.8
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.58
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.5
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.62
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,9.79
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,13.35
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.04
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,55.0
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.43
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,4.19
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,1.7
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.72
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,12.96
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.0
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,5.22
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.55
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,5.3
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,4.42
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.04
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,1.03
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.64
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,4.39
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,2.08
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,4.48
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.48
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,2.59
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,1.0
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,22.66
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,9.15
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,8.91
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,83.98
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,167.2
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.81
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,34.08
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,21.99
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,3.61
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,7.4
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,13.19
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.26
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,6.64
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,1.69
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,18.58
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.72
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.78
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,6.29
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,5.01
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.81
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,65.7
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.09
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,8.58
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,1.08
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,13.04
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,156.19
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.12
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.66
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,1.2
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.62
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.52
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,1.15
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,494.53
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,81.47
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.13
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.73
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,2.05
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,2.04
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,0.15
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,1.24
2025-01-07,Bleav,BetOnline,Podcast/Audio,Bleav Podcast,5.88
